text                ,category
Fine if they are born such a way and not comfortable with formation of the culture out of copycat influences but acceptable if majority of society accepts the culture Im not against or support but accept it if the society accepts it just like how we accept many things in life including ruling government despite some voted while others not We tolerate and live in harmony on basis of humanity There are many do and dont according to the law of the nation and land and we follow it based on democratic concept and as a rational people shall tolerate things that even seems awkward to us Do not discriminate the genuine victim like they said its their life and they decide on what they want out of this life Please make constructive comments and do not insult anyone Respect is the basis of humanity                ,None-of-the-above
No words to sayits all fate of this soil                ,None-of-the-above
I am that too                ,None-of-the-above
Bro i liked that last BGM which u added at the time of helping poor Please share the link                ,None-of-the-above
Part 2 waiting                ,None-of-the-above
To anyone saying its not normal or natural love is never unnatural To anyone saying God made man fr women yes God did and but those heterosexual men and women caused population explosion and so god created men fr men and women fr women too                ,Counter-speech
An excellent piece of cinema and a great attempt at showcasing whats happening in India today I wish more filmmakers would be brave to talk about such themes Special kudos to Gautam for a superlative effort Big things are around the corner                 ,Hope-Speech
Hello kayal I am very happy to see you for the long time I think we met 16 years We are studied in GRI                ,None-of-the-above
They should have informed the police                ,None-of-the-above
very nice short film                ,None-of-the-above
They can adopt children Many parentless childrens are there 377 section is broken for good cause i would say When people are born with gay  lesbian thoughts then we cant change them its their mentality and their love                ,Counter-speech
Yeah correct                 ,None-of-the-above
Y birds fly in v shape                ,None-of-the-above
